transaction_id,amount,currency,status,description,transacted_at,posted_at,transaction_refresh,account,institution_name,display_name,account_type,last4,category,subcategory,subscritpions
fctxn_1SQAkOGykbcOG8szmlCTd6oe,-700.0,usd,posted,Zelle payment to Nav 26491292562,2025-10-06T00:00:00+00:00,2025-10-06T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8sznEBpi4D3,6152.84,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251005 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500121406429 EED:251006 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2791406429TC,2025-10-06T00:00:00+00:00,2025-10-06T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szl7NIYLMI,-473.61,usd,posted,CHECK # 13210,2025-10-06T00:00:00+00:00,2025-10-06T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szYMREhK2O,9514.61,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251005 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500121406427 EED:251006 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2791406427TC,2025-10-06T00:00:00+00:00,2025-10-06T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szeN5JwJ94,4713.24,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251003 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500129120601 EED:251006 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2769120601TC,2025-10-04T00:00:00+00:00,2025-10-06T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkPGykbcOG8sz8CT2IqFV,-1000.39,usd,posted,ORIG CO NAME:MR T CARTING COR ORIG ID:1112837920 DESC DATE:100225 CO ENTRY DESCR:BT1002 SEC:CCD TRACE#:021201383992592 EED:251003 IND ID:000000336843137 IND NAME:243 E 14th cafe inc. MR TRN: 2753992592TC,2025-10-03T00:00:00+00:00,2025-10-03T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szjQJZQRxe,-1000.39,usd,posted,ORIG CO NAME:MR T CARTING COR ORIG ID:1112837920 DESC DATE:100225 CO ENTRY DESCR:BT1002 SEC:CCD TRACE#:021201383992593 EED:251003 IND ID:000000336843462 IND NAME:243 E 14th cafe inc. MR TRN: 2753992593TC,2025-10-03T00:00:00+00:00,2025-10-03T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szYTqbIqA9,-72.98,usd,posted,ORIG CO NAME:ADP PAYROLL FEES ORIG ID:9659605001 DESC DATE:251003 CO ENTRY DESCR:ADP FEES SEC:CCD TRACE#:021000021419762 EED:251003 IND ID:440079871811 IND NAME:701301044243 E 14TH CA 550374703 TRN: 2761419762TC,2025-10-03T00:00:00+00:00,2025-10-03T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szHJqyHaWN,-401.16,usd,posted,ORIG CO NAME:Seated - New Gue ORIG ID:4270465600 DESC DATE: CO ENTRY DESCR:Seated- DiSEC:WEB TRACE#:111000023992595 EED:251003 IND ID:ST-T3K1Q6K7E4V3 IND NAME:THE WINSLOW TRN: 2753992595TC,2025-10-03T00:00:00+00:00,2025-10-03T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8sznUsvqQGm,4113.48,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251002 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500122662929 EED:251003 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2752662929TC,2025-10-03T00:00:00+00:00,2025-10-03T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkPGykbcOG8szBBJXsqzu,-1996.29,usd,posted,ORIG CO NAME:WOOLCO FOODS ORIG ID:2331201470 DESC DATE: CO ENTRY DESCR:BANK SWEEPSEC:WEB TRACE#:104000014921723 EED:251002 IND ID:FT398285528 IND NAME:WINSLOW PUB & RESTAURA TRN: 2744921723TC,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szuPahln7P,-2897.53,usd,posted,ORIG CO NAME:Baldor specialty ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:Baldor speSEC:WEB TRACE#:091000014921728 EED:251002 IND ID:ST-K8V2F1D0Q7U2 IND NAME:THE WINSLOW TRN: 2744921728TC,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szL5b6T1nX,-1727.53,usd,posted,ORIG CO NAME:UNION BEER DISTR ORIG ID:9113310559 DESC DATE: CO ENTRY DESCR:INVOICES SEC:CCD TRACE#:021303614921734 EED:251002 IND ID:FMTHI10/01/25 IND NAME:THE WINSLOW 345199 TRN: 2744921734TC,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szFxZcA1Gd,-5243.6,usd,posted,ORIG CO NAME:Manhattan Beer D ORIG ID:1139118000 DESC DATE: CO ENTRY DESCR:Manhattan SEC:CCD TRACE#:021000021489367 EED:251002 IND ID:FT398276721 IND NAME:243 E. 14th cafe incTh TRN: 2751489367TC,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szso0b56EB,-1230.0,usd,posted,ORIG CO NAME:ANHEUSER BUSCH N ORIG ID:9431510617 DESC DATE: CO ENTRY DESCR:INVOICES SEC:CCD TRACE#:021303614921736 EED:251002 IND ID:N185610/01/25 IND NAME:THE WINSLOW 198493 TRN: 2744921736TC,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szVeMOI77s,-1351.45,usd,posted,ORIG CO NAME:SGWS of NYC ORIG ID:0008235758 DESC DATE:251001 CO ENTRY DESCR:3056254171SEC:WEB TRACE#:021000024921730 EED:251002 IND ID: IND NAME:Mark Tafoya 2642701929314 TRN: 2744921730TC,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szTeJcX3f1,-1065.34,usd,posted,ORIG CO NAME:EMPIRE MERCHANTS ORIG ID:8263863381 DESC DATE: CO ENTRY DESCR:J2663 RCURSEC:CCD TRACE#:111000024921725 EED:251002 IND ID:CZ10000JKZANC IND NAME:243 E 14TH CAFE INC TRN*1*CZ10000JKZANC\RMR*IK*EMPIRE M ERCHANTS NY\ TRN: 2744921725TC,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szAxqIUOX7,-201.99,usd,posted,ORIG CO NAME:Shift4 ORIG ID:1465216257 DESC DATE: CO ENTRY DESCR:Shift4 SEC:CCD TRACE#:091000014921732 EED:251002 IND ID:I25100160223 IND NAME:638049 THE WINSLOW EDI TRN: 2744921732TC,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8sz8gmILHoC,-61.68,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250930 CO ENTRY DESCR:FEES SEC:CCD TRACE#:011500124921721 EED:251002 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2744921721TC,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8sz0va3qKFG,2454.1,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:251001 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500129491709 EED:251002 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2759491709TC,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szg3YjsN5h,-700.0,usd,posted,Zelle payment to Trivia NYC 26430690019,2025-10-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sz7YDo5ybc,-163.06,usd,posted,ORIG CO NAME:ADP PAY-BY-PAY ORIG ID:9555555505 DESC DATE:251001 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD TRACE#:021000021748684 EED:251001 IND ID:935637825672GJO IND NAME:243 E 14TH CAFE INC TH 304287687 TRN: 2731748684TC,2025-10-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szqBLGo04L,52.0,usd,posted,ORIG CO NAME:PULSD INC. ORIG ID:1204895317 DESC DATE: CO ENTRY DESCR:Bill.com SEC:PPD TRACE#:121140390613758 EED:251001 IND ID:016MHKZDD3VGWCY IND NAME:Mark Tafoya PULSD INC. Bill.com 016MHKZDD 3VGWCY Inv #6264816-09252025094253 TRN: 2730613758TC,2025-10-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szi6UZGT9b,3057.06,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250930 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500120613761 EED:251001 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2730613761TC,2025-10-01T00:00:00+00:00,2025-10-01T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szmHQCXYnd,-794.51,usd,posted,CHECK # 13202,2025-09-30T00:00:00+00:00,2025-09-30T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szQtZGf418,-13188.76,usd,posted,ORIG CO NAME:ADP WAGE PAY ORIG ID:9333006057 DESC DATE:250930 CO ENTRY DESCR:WAGE PAY SEC:CCD TRACE#:021000028203524 EED:250930 IND ID:935637825671GJO IND NAME:243 E 14TH CAFE INC TH 323298036 TRN: 2738203524TC,2025-09-30T00:00:00+00:00,2025-09-30T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szNpOrQ0zU,7107.87,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250929 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500122712495 EED:250930 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2722712495TC,2025-09-30T00:00:00+00:00,2025-09-30T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szJzjfCywP,-5264.67,usd,posted,ORIG CO NAME:ADP Tax ORIG ID:1223006057 DESC DATE:250930 CO ENTRY DESCR:ADP Tax SEC:CCD TRACE#:021000021481002 EED:250930 IND ID:LUGJO 100138A01 IND NAME:243 E 14TH CAFE INC AA TRN: 2731481002TC,2025-09-30T00:00:00+00:00,2025-09-30T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkPGykbcOG8szR1o6MONv,5515.62,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250928 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500129648424 EED:250929 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2729648424TC,2025-09-29T00:00:00+00:00,2025-09-29T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szMbMpEwQI,13676.21,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250928 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500129648422 EED:250929 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2729648422TC,2025-09-29T00:00:00+00:00,2025-09-29T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szNymRbY7Z,-150.0,usd,posted,Zelle payment to BRIAN 26387632067,2025-09-28T00:00:00+00:00,2025-09-29T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szE7hzJRhu,-700.0,usd,posted,Zelle payment to Nav 26384644567,2025-09-28T00:00:00+00:00,2025-09-29T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szlzQa7NF9,-150.0,usd,posted,Zelle payment to RODNEY 26387654939,2025-09-28T00:00:00+00:00,2025-09-29T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8sz7jtGjLt5,-300.0,usd,posted,Zelle payment to ALEXA 26388131608,2025-09-28T00:00:00+00:00,2025-09-29T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sz5F8nN4bY,6827.29,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250926 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500121726939 EED:250929 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2691726939TC,2025-09-27T00:00:00+00:00,2025-09-29T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkPGykbcOG8szQmKcdYBz,2125.0,usd,posted,REMOTE ONLINE DEPOSIT # 1,2025-09-26T00:00:00+00:00,2025-09-26T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkPGykbcOG8szQ7vVAu42,2967.49,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250925 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500123191934 EED:250926 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2683191934TC,2025-09-26T00:00:00+00:00,2025-09-26T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szn2OG6k4J,-20000.0,usd,posted,CHECK # 13201,2025-09-26T00:00:00+00:00,2025-09-26T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szmU0zSh0p,450.0,usd,posted,Online Transfer from CHK ...8160 transaction#: 26364794220,2025-09-26T00:00:00+00:00,2025-09-26T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szdsltTJIY,-80.65,usd,posted,ORIG CO NAME:ADP PAYROLL FEES ORIG ID:9659605001 DESC DATE:250926 CO ENTRY DESCR:ADP FEES SEC:CCD TRACE#:021000026820922 EED:250926 IND ID:928939195480 IND NAME:700619642243 E 14TH CA 550374703 TRN: 2696820922TC,2025-09-26T00:00:00+00:00,2025-09-26T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szOyi6fR71,-347.19,usd,posted,ORIG CO NAME:Seated - New Gue ORIG ID:4270465600 DESC DATE: CO ENTRY DESCR:Seated- DiSEC:WEB TRACE#:111000024485135 EED:250926 IND ID:ST-T6H9B9U5B5E8 IND NAME:THE WINSLOW TRN: 2684485135TC,2025-09-26T00:00:00+00:00,2025-09-26T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szmWOKmI7V,-540.0,usd,posted,ORIG CO NAME:MONTAUK DISTILLI ORIG ID:9215986202 DESC DATE:250925 CO ENTRY DESCR:SALE SEC:CCD TRACE#:021000025715017 EED:250925 IND ID: IND NAME:THE WINSLOW TRN: 2675715017TC,2025-09-25T00:00:00+00:00,2025-09-25T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szFVbcMn5L,1658.75,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250924 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500124668336 EED:250925 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2674668336TC,2025-09-25T00:00:00+00:00,2025-09-25T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkPGykbcOG8szHn0E2uts,4431.17,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250923 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500129728679 EED:250924 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2669728679TC,2025-09-24T00:00:00+00:00,2025-09-24T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sztZXV0ZVG,-150.0,usd,posted,Zelle payment to RODNEY 26334085852,2025-09-24T00:00:00+00:00,2025-09-24T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szhnGJlLPb,-150.0,usd,posted,Zelle payment to Alex Miller 26334095750,2025-09-24T00:00:00+00:00,2025-09-24T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szSfrOP48q,-139.8,usd,posted,ORIG CO NAME:ADP PAY-BY-PAY ORIG ID:9555555505 DESC DATE:250924 CO ENTRY DESCR:PAY-BY-PAYSEC:CCD TRACE#:021000020732692 EED:250924 IND ID:926340294046GJO IND NAME:243 E 14TH CAFE INC TH 304287687 TRN: 2660732692TC,2025-09-24T00:00:00+00:00,2025-09-24T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sz40dP0KUJ,-176.08,usd,posted,ORIG CO NAME:T-MOBILE ORIG ID:0000450304 DESC DATE:250924 CO ENTRY DESCR:PCS SVC SEC:WEB TRACE#:021000020107810 EED:250924 IND ID:5462201 IND NAME:MARK TAFOYA 800-937-8997 TRN: 2670107810TC,2025-09-24T00:00:00+00:00,2025-09-24T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szhAMsrVpP,-274.68,usd,posted,ORIG CO NAME:MHW LTD ORIG ID:5330903620 DESC DATE:250922 CO ENTRY DESCR:ACH SEC:WEB TRACE#:242071750732694 EED:250924 IND ID:516-869-9170 IND NAME:MARK TAFOYA TRN: 2660732694TC,2025-09-24T00:00:00+00:00,2025-09-24T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szcvdQbSig,8788.36,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250922 CO ENTRY DESCR:PYMT PROC SEC:CCD TRACE#:011500122165778 EED:250923 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2652165778TC,2025-09-23T00:00:00+00:00,2025-09-23T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8szHsOwPC18,-204.0,usd,posted,CHECK # 13204,2025-09-23T00:00:00+00:00,2025-09-23T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sz4hAXUpEC,-120.43,usd,posted,ORIG CO NAME:SHIFT4 ORIG ID:1731435739 DESC DATE:250922 CO ENTRY DESCR:CHG BACKS SEC:CCD TRACE#:011500123297771 EED:250923 IND ID:068880021774459 IND NAME:THE WINSLOW TRN: 2653297771TC,2025-09-23T00:00:00+00:00,2025-09-23T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkOGykbcOG8sz06m6Z6qY,-13505.62,usd,posted,ORIG CO NAME:ADP WAGE PAY ORIG ID:9333006057 DESC DATE:250923 CO ENTRY DESCR:WAGE PAY SEC:CCD TRACE#:021000029700581 EED:250923 IND ID:926340294045GJO IND NAME:243 E 14TH CAFE INC TH 323298036 TRN: 2669700581TC,2025-09-23T00:00:00+00:00,2025-09-23T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szuP9cVPZM,-491.1,usd,posted,CHECK # 13207,2025-09-23T00:00:00+00:00,2025-09-23T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
fctxn_1SQAkNGykbcOG8szVPxvAq7Y,-5932.21,usd,posted,ORIG CO NAME:ADP Tax ORIG ID:1223006057 DESC DATE:250923 CO ENTRY DESCR:ADP Tax SEC:CCD TRACE#:021000021939764 EED:250923 IND ID:LUGJO 092437A01 IND NAME:243 E 14TH CAFE INC AA TRN: 2661939764TC,2025-09-23T00:00:00+00:00,2025-09-23T00:00:00+00:00,fctxnref_1SQAk7GykbcOG8szFAqUCPUN,fca_1SQAk5GykbcOG8szaVDwTviw,Chase,The Winslow,cash,2917,cash,checking,['transactions']
